name,exterior,statTrak,souvenir,lowestPrice,marketHashName,quantity,dopplerClassName
Galil AR | Cold Fusion,FACTORY_NEW,False,False,0.42,Galil AR | Cold Fusion (Factory New),163,
Sticker | Stone Scales,,False,False,0.64,Sticker | Stone Scales,162,
M4A1-S | Black Lotus,FIELD_TESTED,False,False,7.43,M4A1-S | Black Lotus (Field-Tested),161,
Tec-9 | Tiger Stencil,MINIMAL_WEAR,False,False,0.65,Tec-9 | Tiger Stencil (Minimal Wear),161,
Paris 2023 Overpass Souvenir Package,,False,False,2.3,Paris 2023 Overpass Souvenir Package,161,
XM1014 | Entombed,MINIMAL_WEAR,False,False,3.81,XM1014 | Entombed (Minimal Wear),161,
Negev | dev_texture,FIELD_TESTED,False,False,0.17,Negev | dev_texture (Field-Tested),160,
SSG 08 | Acid Fade,FACTORY_NEW,False,False,2.98,SSG 08 | Acid Fade (Factory New),160,
Charm | Lil' Ava,,False,False,0.43,Charm | Lil' Ava,160,
R8 Revolver | Banana Cannon,FIELD_TESTED,False,False,0.15,R8 Revolver | Banana Cannon (Field-Tested),160,
SG 553 | Darkwing,FIELD_TESTED,False,False,0.28,SG 553 | Darkwing (Field-Tested),159,
Sticker | Cloud9 | Copenhagen 2024,,False,False,0.38,Sticker | Cloud9 | Copenhagen 2024,159,
"StatTrak™ Music Kit | Tim Huling, Neo Noir",,False,False,0.79,"Music Kit | Tim Huling, Neo Noir",159,
StatTrak™ AK-47 | Neon Rider,FIELD_TESTED,False,False,39.79,AK-47 | Neon Rider (Field-Tested),158,
CZ75-Auto | Jungle Dashed,MINIMAL_WEAR,False,False,0.66,CZ75-Auto | Jungle Dashed (Minimal Wear),157,
AUG | Surveillance,MINIMAL_WEAR,False,False,0.53,AUG | Surveillance (Minimal Wear),157,
Sticker | Mastermind,,False,False,0.59,Sticker | Mastermind,157,
MAC-10 | Allure,WELL_WORN,False,False,0.17,MAC-10 | Allure (Well-Worn),157,
Charm | Baby's AK,,False,False,0.63,Charm | Baby's AK,157,
M249 | Downtown,FIELD_TESTED,False,False,0.19,M249 | Downtown (Field-Tested),156,
P90 | Neoqueen,FIELD_TESTED,False,False,0.2,P90 | Neoqueen (Field-Tested),155,
Sticker | Imperial Esports (Glitter) | Copenhagen 2024,,False,False,0.97,Sticker | Imperial Esports (Glitter) | Copenhagen 2024,154,
PP-Bizon | Candy Apple,FACTORY_NEW,False,False,0.21,PP-Bizon | Candy Apple (Factory New),153,
Sticker | m0NESY (Glitter) | Paris 2023,,False,False,0.15,Sticker | m0NESY (Glitter) | Paris 2023,152,
CS:GO Weapon Case 3,,False,False,7.82,CS:GO Weapon Case 3,152,
Charm | Lil' Cap Gun,,False,False,0.19,Charm | Lil' Cap Gun,152,
M4A4 | Tooth Fairy,FIELD_TESTED,False,False,2.06,M4A4 | Tooth Fairy (Field-Tested),151,
FAMAS | Half Sleeve,FIELD_TESTED,False,False,0.5,FAMAS | Half Sleeve (Field-Tested),151,
Sticker | GODSENT | Stockholm 2021,,False,False,0.12,Sticker | GODSENT | Stockholm 2021,150,
P250 | Verdigris,FIELD_TESTED,False,False,0.18,P250 | Verdigris (Field-Tested),150,
Krakow 2017 Legends Autograph Capsule,,False,False,29.98,Krakow 2017 Legends Autograph Capsule,150,
MAC-10 | Button Masher,FIELD_TESTED,False,False,0.17,MAC-10 | Button Masher (Field-Tested),147,
Sticker | Web Stuck,,False,False,0.52,Sticker | Web Stuck,147,
Glock-18 | Vogue,FIELD_TESTED,False,False,1.9,Glock-18 | Vogue (Field-Tested),146,
Sticker | G2 Esports (Glitter) | Copenhagen 2024,,False,False,0.35,Sticker | G2 Esports (Glitter) | Copenhagen 2024,145,
Sticker | 9INE (Glitter) | Paris 2023,,False,False,0.39,Sticker | 9INE (Glitter) | Paris 2023,145,
Sticker | Winding Scorch,,False,False,0.68,Sticker | Winding Scorch,145,
Desert Eagle | Blue Ply,MINIMAL_WEAR,False,False,0.47,Desert Eagle | Blue Ply (Minimal Wear),144,
Sticker | Virtus.pro (Holo) | 2020 RMR,,False,False,0.45,Sticker | Virtus.pro (Holo) | 2020 RMR,143,
Sticker | Boom Epicenter,,False,False,0.18,Sticker | Boom Epicenter,142,
Sticker | Good Versus Evil,,False,False,0.38,Sticker | Good Versus Evil,142,
Charm | Big Kev,,False,False,0.51,Charm | Big Kev,141,
Stockholm 2021 Vertigo Souvenir Package,,False,False,3.7,Stockholm 2021 Vertigo Souvenir Package,141,
AK-47 | Asiimov,FIELD_TESTED,False,False,28.57,AK-47 | Asiimov (Field-Tested),140,
P90 | Wash me,MINIMAL_WEAR,False,False,0.53,P90 | Wash me (Minimal Wear),139,
Chroma Case Key,,False,False,12.2,Chroma Case Key,139,
Sticker | Boom (Holo) | 2020 RMR,,False,False,0.59,Sticker | Boom (Holo) | 2020 RMR,139,
Shadow Case Key,,False,False,18.8,Shadow Case Key,138,
Sticker | Fnatic (Glitter) | Rio 2022,,False,False,0.12,Sticker | Fnatic (Glitter) | Rio 2022,137,
USP-S | Forest Leaves,MINIMAL_WEAR,False,False,0.18,USP-S | Forest Leaves (Minimal Wear),135,
Nova | Yorkshire,FIELD_TESTED,False,False,0.95,Nova | Yorkshire (Field-Tested),135,
R8 Revolver | Crazy 8,WELL_WORN,False,False,0.18,R8 Revolver | Crazy 8 (Well-Worn),135,
M4A1-S | Emphorosaur-S,MINIMAL_WEAR,False,False,1.05,M4A1-S | Emphorosaur-S (Minimal Wear),135,
Sticker | Tyloo | Boston 2018,,False,False,6.0,Sticker | Tyloo | Boston 2018,134,
Sticker | SAW | Copenhagen 2024,,False,False,0.41,Sticker | SAW | Copenhagen 2024,134,
Sticker | Astralis (Glitter) | Antwerp 2022,,False,False,0.98,Sticker | Astralis (Glitter) | Antwerp 2022,133,
Paris 2023 Vertigo Souvenir Package,,False,False,1.8,Paris 2023 Vertigo Souvenir Package,133,
AK-47 | Elite Build,FIELD_TESTED,False,False,1.35,AK-47 | Elite Build (Field-Tested),133,
Patch | Payback,,False,False,0.21,Patch | Payback,133,
Dual Berettas | Cobalt Quartz,FIELD_TESTED,False,False,0.13,Dual Berettas | Cobalt Quartz (Field-Tested),133,
Shanghai 2024 Vertigo Souvenir Package,,False,False,2.3,Shanghai 2024 Vertigo Souvenir Package,131,
M4A1-S | Mud-Spec,FIELD_TESTED,False,False,0.14,M4A1-S | Mud-Spec (Field-Tested),131,
Sticker | Copenhagen Flames (Glitter) | Antwerp 2022,,False,False,0.39,Sticker | Copenhagen Flames (Glitter) | Antwerp 2022,131,
AUG | Snake Pit,FACTORY_NEW,False,False,0.24,AUG | Snake Pit (Factory New),130,
Tec-9 | Red Quartz,FACTORY_NEW,False,False,0.79,Tec-9 | Red Quartz (Factory New),130,
Galil AR | Metallic Squeezer,FIELD_TESTED,False,False,2.91,Galil AR | Metallic Squeezer (Field-Tested),130,
XM1014 | Entombed,FIELD_TESTED,False,False,1.67,XM1014 | Entombed (Field-Tested),129,
MP9 | Army Sheen,FACTORY_NEW,False,False,1.1,MP9 | Army Sheen (Factory New),129,
MP9 | Army Sheen,FIELD_TESTED,False,False,0.7,MP9 | Army Sheen (Field-Tested),128,
Negev | Bulkhead,FACTORY_NEW,False,False,0.19,Negev | Bulkhead (Factory New),128,
XM1014 | Charter,MINIMAL_WEAR,False,False,0.64,XM1014 | Charter (Minimal Wear),128,
Sticker | Bolt Strike,,False,False,0.39,Sticker | Bolt Strike,127,
Sticker | Spartan,,False,False,0.12,Sticker | Spartan,127,
AK-47 | Ice Coaled,MINIMAL_WEAR,False,False,7.35,AK-47 | Ice Coaled (Minimal Wear),126,
M4A1-S | Emphorosaur-S,FIELD_TESTED,False,False,0.33,M4A1-S | Emphorosaur-S (Field-Tested),125,
Sticker | Broken Fang,,False,False,0.84,Sticker | Broken Fang,125,
Sticker | Fluxo (Holo) | Paris 2023,,False,False,2.43,Sticker | Fluxo (Holo) | Paris 2023,125,
M4A4 | Magnesium,WELL_WORN,False,False,0.11,M4A4 | Magnesium (Well-Worn),125,
Desert Eagle | Tilted,BATTLE_SCARRED,False,False,0.29,Desert Eagle | Tilted (Battle-Scarred),125,
Glock-18 | Candy Apple,MINIMAL_WEAR,False,False,1.19,Glock-18 | Candy Apple (Minimal Wear),124,
XM1014 | Irezumi,FIELD_TESTED,True,False,0.12,StatTrak™ XM1014 | Irezumi (Field-Tested),124,
UMP-45 | Motorized,FIELD_TESTED,True,False,0.12,StatTrak™ UMP-45 | Motorized (Field-Tested),124,
Falchion Case Key,,False,False,12.38,Falchion Case Key,124,
Sticker | Spectators,,False,False,0.13,Sticker | Spectators,124,
MAC-10 | Sakkaku,WELL_WORN,False,False,0.17,MAC-10 | Sakkaku (Well-Worn),123,
Sticker | Heroic (Holo) | Paris 2023,,False,False,1.4,Sticker | Heroic (Holo) | Paris 2023,123,
Glock-18 | Clear Polymer,WELL_WORN,False,False,0.13,Glock-18 | Clear Polymer (Well-Worn),123,
Ho Ho Ho,,False,False,0.23,Sticker | Ho Ho Ho,122,
Sticker | MOUZ (Glitter) | Rio 2022,,False,False,0.2,Sticker | MOUZ (Glitter) | Rio 2022,122,
XM1014 | Charter,FACTORY_NEW,False,False,0.98,XM1014 | Charter (Factory New),122,
Sticker | rox | Antwerp 2022,,False,False,0.21,Sticker | rox | Antwerp 2022,122,
AWP | Pit Viper,FIELD_TESTED,False,False,0.36,AWP | Pit Viper (Field-Tested),122,
Patch | Bravo,,False,False,0.27,Patch | Bravo,122,
Galil AR | Control,FIELD_TESTED,False,False,0.29,Galil AR | Control (Field-Tested),121,
Desert Eagle | Blue Ply,WELL_WORN,False,False,0.17,Desert Eagle | Blue Ply (Well-Worn),121,
USP-S | Alpine Camo,FIELD_TESTED,False,False,1.0,USP-S | Alpine Camo (Field-Tested),121,
Sticker | ZywOo | Stockholm 2021,,False,False,0.12,Sticker | ZywOo | Stockholm 2021,120,
AK-47 | Ice Coaled,FIELD_TESTED,False,False,4.0,AK-47 | Ice Coaled (Field-Tested),120,
Zeus x27 | Olympus,FIELD_TESTED,False,False,3.87,Zeus x27 | Olympus (Field-Tested),120,
Sticker | olofmeister | Berlin 2019,,False,False,0.16,Sticker | olofmeister | Berlin 2019,120,
Sticker | Bolt Charge,,False,False,0.71,Sticker | Bolt Charge,120,
Desert Eagle | Trigger Discipline,FIELD_TESTED,False,False,0.51,Desert Eagle | Trigger Discipline (Field-Tested),120,
Sticker | ZywOo (Glitter) | Copenhagen 2024,,False,False,0.45,Sticker | ZywOo (Glitter) | Copenhagen 2024,119,
M4A1-S | Nitro,MINIMAL_WEAR,False,False,1.39,M4A1-S | Nitro (Minimal Wear),119,
Tec-9 | Brother,WELL_WORN,False,False,0.15,Tec-9 | Brother (Well-Worn),119,
P250 | Nevermore,FIELD_TESTED,False,False,0.68,P250 | Nevermore (Field-Tested),119,
AWP | Wildfire,FIELD_TESTED,False,False,44.7,AWP | Wildfire (Field-Tested),119,
Sticker | Passion UA (Glitter) | Shanghai 2024,,False,False,0.39,Sticker | Passion UA (Glitter) | Shanghai 2024,119,
Sticker | ESPADA (Holo) | 2020 RMR,,False,False,0.18,Sticker | ESPADA (Holo) | 2020 RMR,118,
Sticker | Yellow Jaggyfish,,False,False,1.62,Sticker | Yellow Jaggyfish,118,
Sticker | Outsiders (Glitter) | Antwerp 2022,,False,False,0.65,Sticker | Outsiders (Glitter) | Antwerp 2022,117,
Sticker | Fnatic (Holo) | 2020 RMR,,False,False,0.93,Sticker | Fnatic (Holo) | 2020 RMR,117,
Charm | Pocket AWP,,False,False,0.38,Charm | Pocket AWP,117,
M4A1-S | Boreal Forest,MINIMAL_WEAR,False,False,0.25,M4A1-S | Boreal Forest (Minimal Wear),116,
Sticker | FaZe Clan (Glitter) | Paris 2023,,False,False,0.17,Sticker | FaZe Clan (Glitter) | Paris 2023,116,
Sticker | Ruby Wave (Lenticular),,False,False,18.96,Sticker | Ruby Wave (Lenticular),116,
Sticker | Apeks (Glitter) | Paris 2023,,False,False,0.2,Sticker | Apeks (Glitter) | Paris 2023,116,
FAMAS | Crypsis,FIELD_TESTED,False,False,0.17,FAMAS | Crypsis (Field-Tested),115,
MAG-7 | Monster Call,BATTLE_SCARRED,False,False,0.13,MAG-7 | Monster Call (Battle-Scarred),115,
Glock-18 | Moonrise,FIELD_TESTED,False,False,0.62,Glock-18 | Moonrise (Field-Tested),115,
R8 Revolver | Junk Yard,WELL_WORN,False,False,0.1,R8 Revolver | Junk Yard (Well-Worn),115,
Sticker | Cloud9 (Glitter) | Shanghai 2024,,False,False,0.98,Sticker | Cloud9 (Glitter) | Shanghai 2024,115,
Sticker | electroNic (Holo) | Stockholm 2021,,False,False,0.5,Sticker | electroNic (Holo) | Stockholm 2021,114,
Glock-18 | Candy Apple,FACTORY_NEW,False,False,4.11,Glock-18 | Candy Apple (Factory New),113,
Glock-18 | Death Rattle,FIELD_TESTED,False,False,0.12,Glock-18 | Death Rattle (Field-Tested),113,
USP-S | Black Lotus,MINIMAL_WEAR,False,False,3.25,USP-S | Black Lotus (Minimal Wear),112,
Paris 2023 Ancient Souvenir Package,,False,False,2.49,Paris 2023 Ancient Souvenir Package,112,
AWP | Safari Mesh,BATTLE_SCARRED,False,False,0.11,AWP | Safari Mesh (Battle-Scarred),112,
MP5-SD | Savannah Halftone,BATTLE_SCARRED,False,False,0.17,MP5-SD | Savannah Halftone (Battle-Scarred),111,
P2000 | Acid Etched,FIELD_TESTED,False,False,0.3,P2000 | Acid Etched (Field-Tested),111,
Rio 2022 Mirage Souvenir Package,,False,False,3.38,Rio 2022 Mirage Souvenir Package,111,
Five-SeveN | Boost Protocol,FIELD_TESTED,False,False,2.17,Five-SeveN | Boost Protocol (Field-Tested),111,
Sticker | Boom Blast,,False,False,0.2,Sticker | Boom Blast,110,
G3SG1 | Dream Glade,WELL_WORN,False,False,0.14,G3SG1 | Dream Glade (Well-Worn),110,
SG 553 | Danger Close,FIELD_TESTED,False,False,0.12,SG 553 | Danger Close (Field-Tested),110,
Antwerp 2022 Mirage Souvenir Package,,False,False,5.0,Antwerp 2022 Mirage Souvenir Package,110,
Nova | Dark Sigil,FIELD_TESTED,True,False,0.12,StatTrak™ Nova | Dark Sigil (Field-Tested),109,
Sticker | Cloud9 (Glitter) | Rio 2022,,False,False,0.4,Sticker | Cloud9 (Glitter) | Rio 2022,109,
Desert Eagle | Heat Treated,WELL_WORN,False,False,0.75,Desert Eagle | Heat Treated (Well-Worn),109,
Sticker | PGL (Glitter) | Copenhagen 2024,,False,False,0.12,Sticker | PGL (Glitter) | Copenhagen 2024,108,
Charm | Lil' SAS,,False,False,0.71,Charm | Lil' SAS,108,
Sticker | Team Liquid (Holo) | Paris 2023,,False,False,1.9,Sticker | Team Liquid (Holo) | Paris 2023,108,
Sticker | paiN Gaming | Stockholm 2021,,False,False,0.1,Sticker | paiN Gaming | Stockholm 2021,108,
Sticker | Battle Scarred,,False,False,4.69,Sticker | Battle Scarred,108,
Negev | Wall Bang,WELL_WORN,False,False,0.4,Negev | Wall Bang (Well-Worn),107,
Sticker | Natus Vincere (Glitter) | Antwerp 2022,,False,False,0.65,Sticker | Natus Vincere (Glitter) | Antwerp 2022,107,
Five-SeveN | Midnight Paintover,MINIMAL_WEAR,False,False,0.25,Five-SeveN | Midnight Paintover (Minimal Wear),107,
Sticker | HellRaisers (Holo) | Katowice 2019,,False,False,9.89,Sticker | HellRaisers (Holo) | Katowice 2019,107,
FAMAS | Half Sleeve,WELL_WORN,False,False,0.18,FAMAS | Half Sleeve (Well-Worn),107,
Galil AR | Destroyer,FIELD_TESTED,True,False,0.1,StatTrak™ Galil AR | Destroyer (Field-Tested),106,
Desert Eagle | Heat Treated,FIELD_TESTED,False,False,1.47,Desert Eagle | Heat Treated (Field-Tested),106,
"Music Kit | Daniel Sadowski, Eye of the Dragon",,False,False,1.57,"Music Kit | Daniel Sadowski, Eye of the Dragon",106,
Antwerp 2022 Inferno Souvenir Package,,False,False,2.22,Antwerp 2022 Inferno Souvenir Package,105,
Desert Eagle | Meteorite,FACTORY_NEW,False,False,3.05,Desert Eagle | Meteorite (Factory New),105,
Sticker | Gutted,,False,False,0.77,Sticker | Gutted,105,
Sticker | Shattered Web,,False,False,0.6,Sticker | Shattered Web,105,
USP-S | Ticket to Hell,FIELD_TESTED,False,False,0.23,USP-S | Ticket to Hell (Field-Tested),105,
M249 | Spectrogram,FIELD_TESTED,False,False,0.38,M249 | Spectrogram (Field-Tested),104,
ESL One Cologne 2014 Legends,,False,False,105.0,ESL One Cologne 2014 Legends,104,
MP7 | Cirrus,FIELD_TESTED,False,False,0.27,MP7 | Cirrus (Field-Tested),104,
Sticker | Boom Detonation,,False,False,0.17,Sticker | Boom Detonation,104,
USP-S | Flashback,FIELD_TESTED,False,False,0.51,USP-S | Flashback (Field-Tested),104,
Desert Eagle | Heat Treated,BATTLE_SCARRED,False,False,0.77,Desert Eagle | Heat Treated (Battle-Scarred),103,
Negev | Wall Bang,BATTLE_SCARRED,False,False,0.15,Negev | Wall Bang (Battle-Scarred),102,
Sticker | Purple Jaggyfish,,False,False,2.16,Sticker | Purple Jaggyfish,102,
Sticker | ZywOo | Berlin 2019,,False,False,0.32,Sticker | ZywOo | Berlin 2019,102,
P90 | Grim,FIELD_TESTED,False,False,0.13,P90 | Grim (Field-Tested),102,
MP5-SD | Kitbash,BATTLE_SCARRED,False,False,0.16,MP5-SD | Kitbash (Battle-Scarred),101,
Charm | Backsplash,,False,False,0.19,Charm | Backsplash,101,
Desert Eagle | Oxide Blaze,FIELD_TESTED,False,False,0.29,Desert Eagle | Oxide Blaze (Field-Tested),101,
Sticker | Tyloo | Berlin 2019,,False,False,0.6,Sticker | Tyloo | Berlin 2019,101,
Sticker | Blue Gem (Glitter),,False,False,3.75,Sticker | Blue Gem (Glitter),101,
Galil AR | NV,FIELD_TESTED,False,False,0.88,Galil AR | NV (Field-Tested),101,
Charm | Pinch O' Salt,,False,False,0.43,Charm | Pinch O' Salt,100,
MP5-SD | Phosphor,FIELD_TESTED,False,False,2.62,MP5-SD | Phosphor (Field-Tested),100,
Sticker | Hydro Geyser,,False,False,0.24,Sticker | Hydro Geyser,99,
Sticker | Natus Vincere (Foil) | 2020 RMR,,False,False,0.99,Sticker | Natus Vincere (Foil) | 2020 RMR,99,
Sticker | GamerLegion (Glitter) | Copenhagen 2024,,False,False,0.35,Sticker | GamerLegion (Glitter) | Copenhagen 2024,99,
Dual Berettas | Cobalt Quartz,MINIMAL_WEAR,False,False,0.16,Dual Berettas | Cobalt Quartz (Minimal Wear),99,
Sawed-Off | Apocalypto,FIELD_TESTED,False,False,0.28,Sawed-Off | Apocalypto (Field-Tested),99,
Glock-18 | Clear Polymer,BATTLE_SCARRED,False,False,0.1,Glock-18 | Clear Polymer (Battle-Scarred),99,
Stockholm 2021 Nuke Souvenir Package,,False,False,2.59,Stockholm 2021 Nuke Souvenir Package,99,
Sticker | 910 (Glitter) | Copenhagen 2024,,False,False,0.39,Sticker | 910 (Glitter) | Copenhagen 2024,99,
Sticker | BIG (Foil) | 2020 RMR,,False,False,0.45,Sticker | BIG (Foil) | 2020 RMR,98,
Sticker | Green Lethal,,False,False,0.66,Sticker | Green Lethal,98,
Patch | Vanguard,,False,False,0.36,Patch | Vanguard,98,
Headless Chicken,,False,False,1.99,Sticker | Headless Chicken,98,
Sticker | NiKo | Stockholm 2021,,False,False,0.23,Sticker | NiKo | Stockholm 2021,98,
UMP-45 | Carbon Fiber,FACTORY_NEW,False,False,0.32,UMP-45 | Carbon Fiber (Factory New),97,
Sticker | FaZe Clan (Glitter) | Rio 2022,,False,False,0.44,Sticker | FaZe Clan (Glitter) | Rio 2022,97,
B1ad3 (Foil) | Boston 2018,,False,False,25.0,Sticker | B1ad3 (Foil) | Boston 2018,97,
MP5-SD | Lab Rats,FACTORY_NEW,False,True,0.27,Souvenir MP5-SD | Lab Rats (Factory New),97,
Sticker | Mastermind (Holo),,False,False,8.99,Sticker | Mastermind (Holo),96,
SSG 08 | Abyss,MINIMAL_WEAR,False,False,0.58,SSG 08 | Abyss (Minimal Wear),96,
Desert Eagle | Oxide Blaze,MINIMAL_WEAR,False,False,0.42,Desert Eagle | Oxide Blaze (Minimal Wear),96,
AK-47 | Elite Build,WELL_WORN,False,False,0.98,AK-47 | Elite Build (Well-Worn),96,
PP-Bizon | Candy Apple,MINIMAL_WEAR,False,False,0.1,PP-Bizon | Candy Apple (Minimal Wear),96,
Austin 2025 Contenders Autograph Capsule,,False,False,0.59,Austin 2025 Contenders Autograph Capsule,96,
Sticker | Grayhound Gaming | Berlin 2019,,False,False,0.5,Sticker | Grayhound Gaming | Berlin 2019,96,
Sticker | s1mple | Antwerp 2022,,False,False,0.13,Sticker | s1mple | Antwerp 2022,96,
P90 | Wash me,FACTORY_NEW,False,False,1.0,P90 | Wash me (Factory New),95,
Sticker | G2 Esports (Glitter) | Antwerp 2022,,False,False,0.44,Sticker | G2 Esports (Glitter) | Antwerp 2022,95,
SCAR-20 | Enforcer,FIELD_TESTED,False,False,0.24,SCAR-20 | Enforcer (Field-Tested),95,
MP5-SD | Statics,FIELD_TESTED,False,False,0.18,MP5-SD | Statics (Field-Tested),95,
P250 | Forest Night,MINIMAL_WEAR,False,False,0.68,P250 | Forest Night (Minimal Wear),95,
Desert Eagle | Light Rail,FIELD_TESTED,False,False,0.6,Desert Eagle | Light Rail (Field-Tested),94,
Glock-18 | High Beam,MINIMAL_WEAR,False,False,0.23,Glock-18 | High Beam (Minimal Wear),94,
Galil AR | Cold Fusion,MINIMAL_WEAR,False,False,0.1,Galil AR | Cold Fusion (Minimal Wear),94,
MAC-10 | Silver,FACTORY_NEW,False,False,0.36,MAC-10 | Silver (Factory New),94,
Five-SeveN | Flame Test,FACTORY_NEW,False,False,0.32,Five-SeveN | Flame Test (Factory New),93,
SG 553 | Heavy Metal,FIELD_TESTED,False,False,0.15,SG 553 | Heavy Metal (Field-Tested),93,
Sticker | OG (Glitter) | Rio 2022,,False,False,0.22,Sticker | OG (Glitter) | Rio 2022,93,
USP-S | Check Engine,FIELD_TESTED,False,False,0.37,USP-S | Check Engine (Field-Tested),93,
Sticker | Ancient Marauder,,False,False,0.3,Sticker | Ancient Marauder,93,
AK-47 | Uncharted,MINIMAL_WEAR,False,False,0.58,AK-47 | Uncharted (Minimal Wear),92,
Desert Eagle | Blue Ply,BATTLE_SCARRED,False,False,0.15,Desert Eagle | Blue Ply (Battle-Scarred),92,
Sticker | Heroic (Glitter) | Copenhagen 2024,,False,False,0.3,Sticker | Heroic (Glitter) | Copenhagen 2024,92,
M4A1-S | VariCamo,FIELD_TESTED,False,False,0.5,M4A1-S | VariCamo (Field-Tested),92,
AK-47 | Head Shot,FIELD_TESTED,False,False,6.03,AK-47 | Head Shot (Field-Tested),92,
Five-SeveN | Flame Test,FIELD_TESTED,True,False,0.16,StatTrak™ Five-SeveN | Flame Test (Field-Tested),92,
M4A4 | Mainframe,FACTORY_NEW,False,False,0.76,M4A4 | Mainframe (Factory New),91,
Sticker | Team Spirit | Stockholm 2021,,False,False,0.12,Sticker | Team Spirit | Stockholm 2021,91,
MP9 | Modest Threat,FIELD_TESTED,True,False,0.13,StatTrak™ MP9 | Modest Threat (Field-Tested),91,
MP9 | Featherweight,FACTORY_NEW,False,False,0.47,MP9 | Featherweight (Factory New),91,
P250 | Nevermore,MINIMAL_WEAR,False,False,1.03,P250 | Nevermore (Minimal Wear),91,
"StatTrak™ Music Kit | Tree Adams and Ben Bromfield, M.U.D.D. FORCE",,False,False,0.55,"Music Kit | Tree Adams and Ben Bromfield, M.U.D.D. FORCE",90,
Sticker | nexa (Glitter) | Rio 2022,,False,False,0.4,Sticker | nexa (Glitter) | Rio 2022,90,
Heart,,False,False,0.1,Sealed Graffiti | Heart (Bazooka Pink),90,
Five-SeveN | Capillary,FIELD_TESTED,False,False,0.26,Five-SeveN | Capillary (Field-Tested),90,
Sticker | Incineration,,False,False,0.55,Sticker | Incineration,90,
SSG 08 | Halftone Whorl,FIELD_TESTED,False,False,0.26,SSG 08 | Halftone Whorl (Field-Tested),90,
MP7 | Tall Grass,FIELD_TESTED,False,False,2.39,MP7 | Tall Grass (Field-Tested),90,
MP7 | Motherboard,FACTORY_NEW,False,False,0.27,MP7 | Motherboard (Factory New),90,
SG 553 | Ol' Rusty,FACTORY_NEW,False,False,0.44,SG 553 | Ol' Rusty (Factory New),90,
