transfer_id,buy_price,buy_date,name,wear,rarityClassName,uuid,meta_offer_id,stackable,sale_id,offer_date_created,offer_date_trade_unlock,state,offer_date_sold,time_to_sell,commission_factor,selling_price,min_selling_price,profit
GZCFPT8K0D5C,2.75,2025-09-19,Stockholm 2021 Legends Sticker Capsule,,common,,36642166.0,True,a19fb9be-8b35-43f2-a428-568c6d3d0e54,2025-10-22,,AVAILABLE,,,0.08,5.86,3.0,2.64
GH6PUHS6AZ0G,2.75,2025-09-19,Stockholm 2021 Legends Sticker Capsule,,common,,36642166.0,True,0a41e999-d0d8-46b4-bf2f-0c9be87a4a99,2025-10-19,,AVAILABLE,,,0.08,5.86,3.0,2.64
GA8KP0S7R9L8,2.75,2025-09-19,Stockholm 2021 Legends Sticker Capsule,,common,,36642166.0,True,f8546b50-0a2e-4cf4-be1d-749457181a4f,2025-10-17,,AVAILABLE,,,0.08,5.86,3.0,2.64
GXW9ZCH9DCU3,2.83,2025-10-25,USP-S | Ticket to Hell (Factory New),6.99,mythical,16927b1c-1918-4363-9df0-41c8f398a7be,65269043.0,False,16927b1c-1918-4363-9df0-41c8f398a7be,2025-10-26,,AVAILABLE,,,0.08,5.9,3.09,2.6
G0RK02N9FE0C,2.86,2025-10-25,USP-S | Ticket to Hell (Factory New),1.61,mythical,9b06df8c-3faf-41c6-908e-0d87639a3b99,65269045.0,False,9b06df8c-3faf-41c6-908e-0d87639a3b99,2025-10-26,,AVAILABLE,,,0.08,5.9,3.12,2.57
GTZ368A29GSP,2.86,2025-10-25,USP-S | Ticket to Hell (Factory New),1.42,mythical,ba9f5c3b-111a-4ca7-aa41-251216be2c0c,65269044.0,False,ba9f5c3b-111a-4ca7-aa41-251216be2c0c,2025-10-26,,AVAILABLE,,,0.08,5.9,3.12,2.57
GEHZ36P7FK9P,3.34,2025-09-30,Sticker | FURIA (Holo) | Paris 2023,,legendary,,44988566.0,True,3bbacb0d-9840-4218-a4dc-a31cd7ce0ce8,2025-10-02,,AVAILABLE,,,0.07,6.17,3.6,2.4
GWL60S44GN3P,3.03,2025-10-25,USP-S | Ticket to Hell (Factory New),6.82,mythical,a6a71528-76a7-49a5-88b2-ae4427a3c97d,65269046.0,False,a6a71528-76a7-49a5-88b2-ae4427a3c97d,2025-10-26,,AVAILABLE,,,0.08,5.9,3.3,2.4
G465U3HRHFNE,3.34,2025-09-30,Sticker | FURIA (Holo) | Paris 2023,,legendary,,44988566.0,True,35bb3c50-e2cb-4ab0-a9b9-e314b7ea8103,2025-10-02,,AVAILABLE,,,0.07,6.17,3.6,2.4
G0R77W0WRG5F,4.41,2025-09-23,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,87ad449a-af88-494d-91db-7ec00c2f5b23,2025-09-24,,AVAILABLE,,,0.07,7.28,4.75,2.36
G399GTZ3UKAW,4.41,2025-09-23,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,c7178410-06bd-4361-b51e-8c794f0e2ac8,2025-09-24,,AVAILABLE,,,0.07,7.28,4.75,2.36
GDCWES67GE7S,4.41,2025-09-23,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,9a415933-7519-406f-9cb1-a17aae4557ac,2025-09-24,,AVAILABLE,,,0.07,7.28,4.75,2.36
GTZ0CERLCX22,4.41,2025-09-23,Sticker | Natus Vincere (Holo) | Stockholm 2021,,mythical,,36703417.0,True,223f73d9-a765-465a-b6a6-9d07aac74461,2025-09-24,,AVAILABLE,,,0.07,7.28,4.75,2.36
GCP5G92S5THA,11.02,2025-08-15,Desert Eagle | Mulberry (Field-Tested),32.58,mythical,2bb5743b-5312-4fb9-af91-0520369bb74f,64830676.0,False,2bb5743b-5312-4fb9-af91-0520369bb74f,2025-08-16,,AVAILABLE,,,0.05,14.05,11.61,2.33
GUX8D326H39E,10.9,2025-07-27,CS:GO Weapon Case 2,,common,,927.0,True,6bbc5dde-14a6-4e1b-b097-cf706a0e89d6,2025-07-28,,AVAILABLE,,,0.05,13.89,11.48,2.3
GHZ357NP5X6H,4.0,2025-09-15,Sticker | Ninjas in Pyjamas (Holo) | Stockholm 2021,,mythical,,36663838.0,True,062e2dd6-dd17-4c3d-82c1-4390f7c57504,2025-09-16,,AVAILABLE,,,0.06,6.67,4.27,2.27
G3KPRT33NK8Z,2.56,2025-10-25,M4A1-S | Mud-Spec (Factory New),6.73,uncommon,1c1b2cbd-5569-4d2f-b014-9130517e9846,65269053.0,False,1c1b2cbd-5569-4d2f-b014-9130517e9846,2025-10-26,,AVAILABLE,,,0.08,5.17,2.79,2.2
